OriginalReflexAgent,1,capsuleClassic,-436.71,103.72E-06
ReflexAgent,1,capsuleClassic,-429.43,135.40E-06
MinimaxAgent,2,capsuleClassic,-22.86,1790.23E-06
MinimaxAgent,3,capsuleClassic,326.57,6325.22E-06
MinimaxAgent,4,capsuleClassic,-195.43,28214.29E-06
AlphaBetaAgent,2,capsuleClassic,105.14,1637.75E-06
AlphaBetaAgent,3,capsuleClassic,342.14,4186.54E-06
AlphaBetaAgent,4,capsuleClassic,432.29,13094.91E-06
RandomExpectimaxAgent,2,capsuleClassic,-21.57,2005.96E-06
RandomExpectimaxAgent,3,capsuleClassic,508.29,9734.53E-06
RandomExpectimaxAgent,4,capsuleClassic,420.43,36553.12E-06

OriginalReflexAgent,1,contestClassic,155.00,124.66E-06
ReflexAgent,1,contestClassic,161.86,135.29E-06
MinimaxAgent,2,contestClassic,1449.00,2302.57E-06
MinimaxAgent,3,contestClassic,1180.57,11045.11E-06
MinimaxAgent,4,contestClassic,835.43,56015.33E-06
AlphaBetaAgent,2,contestClassic,1228.29,2059.80E-06
AlphaBetaAgent,3,contestClassic,890.14,8258.97E-06
AlphaBetaAgent,4,contestClassic,1198.14,17533.43E-06
RandomExpectimaxAgent,2,contestClassic,942.29,2728.25E-06
RandomExpectimaxAgent,3,contestClassic,1710.29,12427.43E-06
RandomExpectimaxAgent,4,contestClassic,1733.14,62513.77E-06

OriginalReflexAgent,1,mediumClassic,-88.29,144.40E-06
ReflexAgent,1,mediumClassic,-85.43,179.49E-06
MinimaxAgent,2,mediumClassic,1373.00,2490.67E-06
MinimaxAgent,3,mediumClassic,1269.86,11121.89E-06
MinimaxAgent,4,mediumClassic,1705.71,54709.58E-06
AlphaBetaAgent,2,mediumClassic,1344.86,2106.36E-06
AlphaBetaAgent,3,mediumClassic,1211.57,7002.77E-06
AlphaBetaAgent,4,mediumClassic,1297.43,20170.16E-06
RandomExpectimaxAgent,2,mediumClassic,754.86,3164.45E-06
RandomExpectimaxAgent,3,mediumClassic,1502.71,13130.42E-06
RandomExpectimaxAgent,4,mediumClassic,1339.86,69181.20E-06

OriginalReflexAgent,1,minimaxClassic,81.29,52.12E-06
ReflexAgent,1,minimaxClassic,-62.57,85.58E-06
MinimaxAgent,2,minimaxClassic,366.57,1350.28E-06
MinimaxAgent,3,minimaxClassic,223.71,4053.97E-06
MinimaxAgent,4,minimaxClassic,80.86,11740.62E-06
AlphaBetaAgent,2,minimaxClassic,80.57,1132.10E-06
AlphaBetaAgent,3,minimaxClassic,367.86,2994.68E-06
AlphaBetaAgent,4,minimaxClassic,369.14,5943.62E-06
RandomExpectimaxAgent,2,minimaxClassic,72.43,1498.96E-06
RandomExpectimaxAgent,3,minimaxClassic,367.14,4864.00E-06
RandomExpectimaxAgent,4,minimaxClassic,516.00,11820.78E-06

OriginalReflexAgent,1,openClassic,437.57,235.80E-06
ReflexAgent,1,openClassic,503.71,205.41E-06
MinimaxAgent,2,openClassic,761.57,7403.61E-06
MinimaxAgent,3,openClassic,680.57,77003.51E-06
MinimaxAgent,4,openClassic,687.00,781494.49E-06
AlphaBetaAgent,2,openClassic,777.14,5192.61E-06
AlphaBetaAgent,3,openClassic,927.86,24645.29E-06
AlphaBetaAgent,4,openClassic,1049.43,129568.41E-06
RandomExpectimaxAgent,2,openClassic,795.71,8051.91E-06
RandomExpectimaxAgent,3,openClassic,637.57,81370.21E-06
RandomExpectimaxAgent,4,openClassic,945.43,839594.76E-06

OriginalReflexAgent,1,originalClassic,193.43,241.28E-06
ReflexAgent,1,originalClassic,399.71,200.07E-06
MinimaxAgent,2,originalClassic,-505.86,2577.36E-06
MinimaxAgent,3,originalClassic,578.29,8929.91E-06
MinimaxAgent,4,originalClassic,956.14,33871.89E-06
AlphaBetaAgent,2,originalClassic,301.14,2232.45E-06
AlphaBetaAgent,3,originalClassic,1120.71,6250.57E-06
AlphaBetaAgent,4,originalClassic,1167.57,15048.97E-06
RandomExpectimaxAgent,2,originalClassic,-620.29,2872.47E-06
RandomExpectimaxAgent,3,originalClassic,477.00,10630.09E-06
RandomExpectimaxAgent,4,originalClassic,1029.71,37404.29E-06

OriginalReflexAgent,1,smallClassic,-231.57,201.94E-06
ReflexAgent,1,smallClassic,-234.86,135.30E-06
MinimaxAgent,2,smallClassic,521.00,3093.52E-06
MinimaxAgent,3,smallClassic,806.57,16627.38E-06
MinimaxAgent,4,smallClassic,719.43,114684.39E-06
AlphaBetaAgent,2,smallClassic,463.57,2562.23E-06
AlphaBetaAgent,3,smallClassic,297.71,11168.10E-06
AlphaBetaAgent,4,smallClassic,602.00,43195.69E-06
RandomExpectimaxAgent,2,smallClassic,686.43,4039.93E-06
RandomExpectimaxAgent,3,smallClassic,1176.14,22367.36E-06
RandomExpectimaxAgent,4,smallClassic,1059.86,152677.70E-06

OriginalReflexAgent,1,testClassic,523.71,119.88E-06
ReflexAgent,1,testClassic,535.71,132.59E-06
MinimaxAgent,2,testClassic,562.00,2738.88E-06
MinimaxAgent,3,testClassic,562.00,15206.20E-06
MinimaxAgent,4,testClassic,561.71,107386.24E-06
AlphaBetaAgent,2,testClassic,563.14,1824.12E-06
AlphaBetaAgent,3,testClassic,562.29,7337.73E-06
AlphaBetaAgent,4,testClassic,559.71,27254.82E-06
RandomExpectimaxAgent,2,testClassic,559.43,2866.79E-06
RandomExpectimaxAgent,3,testClassic,564.00,18172.03E-06
RandomExpectimaxAgent,4,testClassic,559.43,118120.60E-06

OriginalReflexAgent,1,trappedClassic,-501.71,67.25E-06
ReflexAgent,1,trappedClassic,-501.43,70.52E-06
MinimaxAgent,2,trappedClassic,-501.00,834.87E-06
MinimaxAgent,3,trappedClassic,-501.00,1119.07E-06
MinimaxAgent,4,trappedClassic,-501.00,1403.30E-06
AlphaBetaAgent,2,trappedClassic,-501.00,689.30E-06
AlphaBetaAgent,3,trappedClassic,-501.00,836.95E-06
AlphaBetaAgent,4,trappedClassic,-501.00,981.50E-06
RandomExpectimaxAgent,2,trappedClassic,236.57,591.77E-06
RandomExpectimaxAgent,3,trappedClassic,-58.86,866.52E-06
RandomExpectimaxAgent,4,trappedClassic,-58.86,993.59E-06

OriginalReflexAgent,1,trickyClassic,232.71,178.73E-06
ReflexAgent,1,trickyClassic,284.86,165.86E-06
MinimaxAgent,2,trickyClassic,813.29,5196.56E-06
MinimaxAgent,3,trickyClassic,517.86,57811.00E-06
MinimaxAgent,4,trickyClassic,754.86,449221.40E-06
AlphaBetaAgent,2,trickyClassic,226.57,3528.95E-06
AlphaBetaAgent,3,trickyClassic,1075.57,16301.52E-06
AlphaBetaAgent,4,trickyClassic,666.57,74546.10E-06
RandomExpectimaxAgent,2,trickyClassic,604.57,6072.15E-06
RandomExpectimaxAgent,3,trickyClassic,1038.14,62113.78E-06
RandomExpectimaxAgent,4,trickyClassic,1055.43,522752.03E-06

